日期,代號,名稱,開盤,最高,最低,收盤,成交金額,資料來源,下載時間
2025-04-10,1101,台泥,30.95,31.2,30.0,30.75,1487460102,TWSE,2025-06-07 15:21:16
2025-04-10,1102,亞泥,46.2,46.75,45.05,45.15,467254038,TWSE,2025-06-07 15:21:16
2025-04-10,1103,嘉泥,14.8,14.9,14.5,14.9,14382088,TWSE,2025-06-07 15:21:16
2025-04-10,1104,環泥,28.0,28.3,27.25,28.2,29320915,TWSE,2025-06-07 15:21:16
2025-04-10,1108,幸福,13.35,13.95,13.2,13.85,12609783,TWSE,2025-06-07 15:21:16
2025-04-10,1109,信大,16.3,17.0,16.3,16.7,5360896,TWSE,2025-06-07 15:21:16
2025-04-10,1110,東泥,18.3,18.85,17.8,17.8,18409264,TWSE,2025-06-07 15:21:16
2025-04-10,1201,味全,16.5,16.6,16.45,16.6,12445355,TWSE,2025-06-07 15:21:16
2025-04-10,1203,味王,36.65,38.5,36.65,37.7,1730275,TWSE,2025-06-07 15:21:16
2025-04-10,1210,大成,55.8,57.5,55.8,56.1,186156994,TWSE,2025-06-07 15:21:16
2025-04-10,1213,大飲,12.95,13.0,12.4,12.9,167539,TWSE,2025-06-07 15:21:16
2025-04-10,1215,卜蜂,100.5,102.0,98.8,98.8,161943301,TWSE,2025-06-07 15:21:16
2025-04-10,1216,統一,80.9,81.8,77.8,78.4,2607480248,TWSE,2025-06-07 15:21:16
2025-04-10,1217,愛之味,11.35,11.65,11.3,11.6,25733080,TWSE,2025-06-07 15:21:16
2025-04-10,1218,泰山,19.2,19.9,19.2,19.8,45439266,TWSE,2025-06-07 15:21:16
2025-04-10,1219,福壽,13.65,14.1,13.55,13.95,12161790,TWSE,2025-06-07 15:21:16
2025-04-10,1220,台榮,13.95,14.15,13.75,14.0,11510529,TWSE,2025-06-07 15:21:16
2025-04-10,1227,佳格,33.6,34.7,33.5,34.55,34098883,TWSE,2025-06-07 15:21:16
2025-04-10,1229,聯華,45.8,45.8,45.25,45.8,96706708,TWSE,2025-06-07 15:21:16
