日期,代號,名稱,開盤,最高,最低,收盤,成交金額,資料來源,下載時間
2025-05-07,1101,台泥,30.8,30.85,30.55,30.85,439870526,TWSE,2025-06-07 13:27:53
2025-05-07,1102,亞泥,45.75,46.0,45.4,45.7,226484608,TWSE,2025-06-07 13:27:53
2025-05-07,1103,嘉泥,15.95,16.0,15.75,15.95,5146459,TWSE,2025-06-07 13:27:53
2025-05-07,1104,環泥,28.65,28.85,28.65,28.7,6726050,TWSE,2025-06-07 13:27:53
2025-05-07,1108,幸福,15.05,15.05,14.9,14.9,3648670,TWSE,2025-06-07 13:27:53
2025-05-07,1109,信大,17.5,17.6,17.25,17.6,2713638,TWSE,2025-06-07 13:27:53
2025-05-07,1110,東泥,19.45,19.65,19.3,19.3,2563251,TWSE,2025-06-07 13:27:53
2025-05-07,1201,味全,17.45,17.45,17.2,17.2,3948804,TWSE,2025-06-07 13:27:53
2025-05-07,1203,味王,40.95,41.2,40.25,40.5,1509918,TWSE,2025-06-07 13:27:53
2025-05-07,1210,大成,61.7,64.4,61.3,62.9,390024452,TWSE,2025-06-07 13:27:53
2025-05-07,1213,大飲,13.7,13.7,13.55,13.7,232714,TWSE,2025-06-07 13:27:53
2025-05-07,1215,卜蜂,103.0,105.5,102.0,105.5,100453034,TWSE,2025-06-07 13:27:53
2025-05-07,1216,統一,81.5,81.5,80.4,80.7,733188807,TWSE,2025-06-07 13:27:53
2025-05-07,1217,愛之味,11.55,11.65,11.45,11.5,8110104,TWSE,2025-06-07 13:27:53
2025-05-07,1218,泰山,22.25,22.85,21.9,22.5,94403522,TWSE,2025-06-07 13:27:53
2025-05-07,1219,福壽,16.4,16.75,15.85,16.4,35638333,TWSE,2025-06-07 13:27:53
2025-05-07,1220,台榮,15.15,15.3,15.15,15.3,5646027,TWSE,2025-06-07 13:27:53
2025-05-07,1227,佳格,37.2,38.2,36.3,37.8,71008946,TWSE,2025-06-07 13:27:53
2025-05-07,1229,聯華,46.45,46.45,45.85,46.0,42993073,TWSE,2025-06-07 13:27:53
2025-05-07,1231,聯華食,141.0,142.0,140.0,140.5,37776041,TWSE,2025-06-07 13:27:53
2025-05-07,1232,大統益,161.5,165.0,161.0,163.0,59289759,TWSE,2025-06-07 13:27:53
2025-05-07,1233,天仁,32.5,32.65,32.4,32.65,617180,TWSE,2025-06-07 13:27:53
2025-05-07,1234,黑松,41.15,41.35,40.9,40.9,7171289,TWSE,2025-06-07 13:27:53
2025-05-07,1235,興泰,101.0,101.0,99.5,99.5,3300000,TWSE,2025-06-07 13:27:53
2025-05-07,1236,宏亞,21.4,21.95,21.35,21.95,137942,TWSE,2025-06-07 13:27:53
2025-05-07,1256,鮮活果汁-KY,120.0,122.0,120.0,122.0,1291996,TWSE,2025-06-07 13:27:53
2025-05-07,1301,台塑,36.5,37.15,36.15,36.7,746211440,TWSE,2025-06-07 13:27:53
2025-05-07,1303,南亞,32.1,32.5,31.7,31.8,299412991,TWSE,2025-06-07 13:27:53
2025-05-07,1304,台聚,10.5,10.75,10.5,10.65,13952186,TWSE,2025-06-07 13:27:53
2025-05-07,1305,華夏,11.5,11.85,11.4,11.85,13452985,TWSE,2025-06-07 13:27:53
2025-05-07,1307,三芳,38.5,39.5,38.4,39.35,68636678,TWSE,2025-06-07 13:27:53
2025-05-07,1308,亞聚,13.1,13.35,12.9,13.05,29836793,TWSE,2025-06-07 13:27:53
2025-05-07,1309,台達化,12.4,12.45,12.2,12.2,2966106,TWSE,2025-06-07 13:27:53
2025-05-07,1310,台苯,9.25,9.36,9.25,9.28,5829555,TWSE,2025-06-07 13:27:53
2025-05-07,1312,國喬,11.85,12.15,11.8,11.95,61817934,TWSE,2025-06-07 13:27:53
2025-05-07,1313,聯成,8.57,8.69,8.54,8.66,6852700,TWSE,2025-06-07 13:27:53
2025-05-07,1314,中石化,7.68,7.91,7.6,7.78,116868110,TWSE,2025-06-07 13:27:53
2025-05-07,1315,達新,65.9,65.9,65.8,65.8,331004,TWSE,2025-06-07 13:27:53
2025-05-07,1316,上曜,16.7,16.9,16.05,16.1,377278845,TWSE,2025-06-07 13:27:53
2025-05-07,1319,東陽,124.5,125.0,121.5,124.0,445685179,TWSE,2025-06-07 13:27:53
2025-05-07,1321,大洋,35.85,36.0,35.6,35.8,4516482,TWSE,2025-06-07 13:27:53
2025-05-07,1323,永裕,20.65,20.9,20.65,20.75,421224,TWSE,2025-06-07 13:27:53
2025-05-07,1324,地球,11.65,11.7,11.65,11.7,236679,TWSE,2025-06-07 13:27:53
2025-05-07,1325,恆大,28.35,29.05,27.65,27.7,28098615,TWSE,2025-06-07 13:27:53
2025-05-07,1326,台化,26.3,26.8,26.1,26.5,374456558,TWSE,2025-06-07 13:27:53
2025-05-07,1337,再生-KY,6.22,6.28,6.03,6.26,10056818,TWSE,2025-06-07 13:27:53
2025-05-07,1338,廣華-KY,24.25,24.35,24.1,24.1,851318,TWSE,2025-06-07 13:27:53
2025-05-07,1339,昭輝,51.7,52.1,50.3,50.3,3154794,TWSE,2025-06-07 13:27:53
2025-05-07,1340,勝悅-KY,7.28,7.28,7.15,7.25,367138,TWSE,2025-06-07 13:27:53
2025-05-07,1341,富林-KY,64.3,64.7,64.2,64.7,519225,TWSE,2025-06-07 13:27:53
2025-05-07,1342,八貫,91.2,92.3,91.2,92.2,12750606,TWSE,2025-06-07 13:27:53
2025-05-07,1402,遠東新,35.55,35.55,34.35,34.65,185972632,TWSE,2025-06-07 13:27:53
2025-05-07,1409,新纖,13.2,13.4,13.2,13.3,27845911,TWSE,2025-06-07 13:27:53
2025-05-07,1410,南染,35.2,35.4,34.3,34.4,725484,TWSE,2025-06-07 13:27:53
2025-05-07,1413,宏洲,11.95,11.95,11.8,11.95,496311,TWSE,2025-06-07 13:27:53
2025-05-07,1414,東和,18.5,19.05,18.5,19.05,6556612,TWSE,2025-06-07 13:27:53
2025-05-07,1416,廣豐,13.0,13.05,12.9,12.9,2720130,TWSE,2025-06-07 13:27:53
2025-05-07,1417,嘉裕,8.18,8.19,8.02,8.14,531743,TWSE,2025-06-07 13:27:53
2025-05-07,1418,東華,21.25,21.3,21.05,21.05,214284,TWSE,2025-06-07 13:27:53
2025-05-07,1419,新紡,43.05,43.05,42.25,42.5,2556044,TWSE,2025-06-07 13:27:53
2025-05-07,1423,利華,32.6,34.2,32.6,33.5,2246127,TWSE,2025-06-07 13:27:53
2025-05-07,1432,大魯閣,16.45,16.55,16.35,16.55,541188,TWSE,2025-06-07 13:27:53
2025-05-07,1434,福懋,17.45,17.6,17.4,17.6,18272109,TWSE,2025-06-07 13:27:53
2025-05-07,1435,中福,35.8,35.8,35.8,35.8,73446,TWSE,2025-06-07 13:27:53
2025-05-07,1436,華友聯,124.0,124.5,120.5,121.5,63853500,TWSE,2025-06-07 13:27:53
2025-05-07,1437,勤益控,33.0,33.1,32.8,33.05,3519989,TWSE,2025-06-07 13:27:53
2025-05-07,1438,三地開發,45.1,45.5,43.0,44.0,6310332,TWSE,2025-06-07 13:27:53
2025-05-07,1439,雋揚,31.5,31.5,30.95,31.15,311681,TWSE,2025-06-07 13:27:53
2025-05-07,1440,南紡,14.4,15.3,14.2,14.6,114941552,TWSE,2025-06-07 13:27:53
2025-05-07,1441,大東,12.95,13.0,12.8,13.0,277347,TWSE,2025-06-07 13:27:53
2025-05-07,1442,名軒,75.1,75.2,73.2,73.4,27611526,TWSE,2025-06-07 13:27:53
2025-05-07,1443,立益物流,29.35,29.45,29.3,29.45,95601,TWSE,2025-06-07 13:27:53
2025-05-07,1444,力麗,7.68,7.7,7.61,7.66,2194272,TWSE,2025-06-07 13:27:53
2025-05-07,1445,大宇,14.25,14.35,14.05,14.35,492613,TWSE,2025-06-07 13:27:53
2025-05-07,1446,宏和,26.4,26.4,26.1,26.1,6797394,TWSE,2025-06-07 13:27:53
2025-05-07,1447,力鵬,6.45,6.48,6.4,6.44,1866144,TWSE,2025-06-07 13:27:53
2025-05-07,1449,佳和,14.0,14.1,13.8,13.85,3732993,TWSE,2025-06-07 13:27:53
2025-05-07,1451,年興,18.9,19.1,18.75,19.05,5112045,TWSE,2025-06-07 13:27:53
2025-05-07,1452,宏益,12.5,12.7,12.35,12.6,703499,TWSE,2025-06-07 13:27:53
2025-05-07,1453,大將,15.45,15.45,14.9,15.2,4111411,TWSE,2025-06-07 13:27:53
2025-05-07,1454,台富,14.25,14.25,14.2,14.25,130289,TWSE,2025-06-07 13:27:53
2025-05-07,1455,集盛,9.75,9.75,9.6,9.6,1256858,TWSE,2025-06-07 13:27:53
2025-05-07,1456,怡華,14.9,14.9,14.25,14.8,1301705,TWSE,2025-06-07 13:27:53
2025-05-07,1457,宜進,17.6,17.8,17.6,17.8,1310138,TWSE,2025-06-07 13:27:53
2025-05-07,1459,聯發,12.05,12.05,11.65,11.8,1551363,TWSE,2025-06-07 13:27:53
2025-05-07,1460,宏遠,6.7,6.78,6.61,6.78,3495582,TWSE,2025-06-07 13:27:53
2025-05-07,1463,強盛新,24.3,24.4,23.5,23.65,10567277,TWSE,2025-06-07 13:27:53
2025-05-07,1464,得力,14.3,14.3,13.9,13.9,12006569,TWSE,2025-06-07 13:27:53
2025-05-07,1465,偉全,13.95,14.0,13.7,13.85,2971572,TWSE,2025-06-07 13:27:53
2025-05-07,1466,聚隆,15.8,16.65,15.6,15.8,32095517,TWSE,2025-06-07 13:27:53
2025-05-07,1467,南緯,9.13,9.16,8.87,8.92,3898309,TWSE,2025-06-07 13:27:53
2025-05-07,1468,昶和,13.8,14.0,13.55,13.9,513536,TWSE,2025-06-07 13:27:53
2025-05-07,1470,大統新創,27.25,27.25,26.7,27.1,1108149,TWSE,2025-06-07 13:27:53
2025-05-07,1471,首利,10.2,10.2,10.1,10.1,1116644,TWSE,2025-06-07 13:27:53
2025-05-07,1472,三洋實業,101.0,104.5,99.3,100.0,19708120,TWSE,2025-06-07 13:27:53
2025-05-07,1473,台南,29.25,29.3,29.05,29.25,3655503,TWSE,2025-06-07 13:27:53
2025-05-07,1474,弘裕,13.4,13.45,13.05,13.3,1279210,TWSE,2025-06-07 13:27:53
