日期,代號,名稱,開盤,最高,最低,收盤,成交金額,資料來源,下載時間
2025-06-05,1101,台泥,27.0,27.65,27.0,27.5,2949844537,TWSE,2025-06-07 13:25:56
2025-06-05,1102,亞泥,41.55,42.0,41.4,41.65,185699884,TWSE,2025-06-07 13:25:56
2025-06-05,1103,嘉泥,14.8,15.0,14.75,14.95,4906815,TWSE,2025-06-07 13:25:56
2025-06-05,1104,環泥,31.15,31.3,30.5,30.5,33060115,TWSE,2025-06-07 13:25:56
2025-06-05,1108,幸福,15.1,15.1,15.05,15.1,231568,TWSE,2025-06-07 13:25:56
2025-06-05,1109,信大,16.9,17.1,16.9,17.1,906642,TWSE,2025-06-07 13:25:56
2025-06-05,1110,東泥,20.05,20.4,20.05,20.35,2789809,TWSE,2025-06-07 13:25:56
2025-06-05,1201,味全,16.05,16.05,15.85,15.9,4896970,TWSE,2025-06-07 13:25:56
2025-06-05,1203,味王,38.55,38.55,38.4,38.4,151598,TWSE,2025-06-07 13:25:56
2025-06-05,1210,大成,61.2,61.8,61.2,61.4,71017040,TWSE,2025-06-07 13:25:56
2025-06-05,1215,卜蜂,110.5,113.0,110.0,113.0,89114630,TWSE,2025-06-07 13:25:56
2025-06-05,1216,統一,78.8,80.0,78.8,79.7,719721285,TWSE,2025-06-07 13:25:56
2025-06-05,1217,愛之味,10.85,10.9,10.8,10.8,3062778,TWSE,2025-06-07 13:25:56
2025-06-05,1218,泰山,20.9,21.15,20.9,21.1,8921623,TWSE,2025-06-07 13:25:56
2025-06-05,1219,福壽,14.9,15.1,14.85,15.0,5334302,TWSE,2025-06-07 13:25:56
2025-06-05,1220,台榮,13.6,13.9,13.55,13.65,2531605,TWSE,2025-06-07 13:25:56
2025-06-05,1227,佳格,33.25,33.45,33.2,33.3,10388782,TWSE,2025-06-07 13:25:56
2025-06-05,1229,聯華,46.4,46.4,45.4,46.1,52931719,TWSE,2025-06-07 13:25:56
2025-06-05,1231,聯華食,131.5,133.0,131.0,131.0,16348855,TWSE,2025-06-07 13:25:56
2025-06-05,1232,大統益,162.0,163.5,162.0,162.5,12998418,TWSE,2025-06-07 13:25:56
2025-06-05,1233,天仁,32.05,32.05,31.9,31.9,96826,TWSE,2025-06-07 13:25:56
2025-06-05,1234,黑松,40.95,40.95,40.75,40.9,3420020,TWSE,2025-06-07 13:25:56
2025-06-05,1235,興泰,63.1,63.7,63.1,63.7,1095875,TWSE,2025-06-07 13:25:56
2025-06-05,1236,宏亞,22.65,22.65,22.0,22.0,75009,TWSE,2025-06-07 13:25:56
2025-06-05,1256,鮮活果汁-KY,118.5,120.0,118.0,120.0,1360825,TWSE,2025-06-07 13:25:56
2025-06-05,1301,台塑,33.65,34.45,33.35,34.3,303365537,TWSE,2025-06-07 13:25:56
2025-06-05,1303,南亞,28.05,28.9,27.8,28.8,330800244,TWSE,2025-06-07 13:25:56
2025-06-05,1304,台聚,9.49,9.73,9.46,9.58,9896366,TWSE,2025-06-07 13:25:56
2025-06-05,1305,華夏,10.3,10.65,10.3,10.5,3097917,TWSE,2025-06-07 13:25:56
2025-06-05,1307,三芳,38.15,38.45,37.8,37.95,23061218,TWSE,2025-06-07 13:25:56
2025-06-05,1308,亞聚,11.7,11.9,11.7,11.75,2379696,TWSE,2025-06-07 13:25:56
2025-06-05,1309,台達化,11.1,11.3,11.1,11.1,1846557,TWSE,2025-06-07 13:25:56
2025-06-05,1310,台苯,7.88,8.15,7.81,8.03,5738648,TWSE,2025-06-07 13:25:56
2025-06-05,1312,國喬,10.55,10.85,10.55,10.65,24554699,TWSE,2025-06-07 13:25:56
2025-06-05,1313,聯成,8.09,8.22,8.05,8.17,9856611,TWSE,2025-06-07 13:25:56
2025-06-05,1314,中石化,6.81,6.84,6.76,6.8,49383503,TWSE,2025-06-07 13:25:56
2025-06-05,1315,達新,66.3,66.3,66.0,66.0,284791,TWSE,2025-06-07 13:25:56
2025-06-05,1316,上曜,14.75,14.75,14.5,14.5,39737953,TWSE,2025-06-07 13:25:56
2025-06-05,1319,東陽,128.5,130.5,127.0,127.5,377759000,TWSE,2025-06-07 13:25:56
2025-06-05,1321,大洋,36.15,36.5,36.15,36.45,4415019,TWSE,2025-06-07 13:25:56
2025-06-05,1323,永裕,20.6,20.6,19.55,20.0,2642094,TWSE,2025-06-07 13:25:56
2025-06-05,1324,地球,11.35,11.4,11.35,11.4,92279,TWSE,2025-06-07 13:25:56
2025-06-05,1325,恆大,39.4,39.5,37.65,37.75,295288406,TWSE,2025-06-07 13:25:56
2025-06-05,1326,台化,23.3,24.05,23.2,23.8,154413082,TWSE,2025-06-07 13:25:56
2025-06-05,1337,再生-KY,5.88,5.96,5.82,5.87,781427,TWSE,2025-06-07 13:25:56
2025-06-05,1338,廣華-KY,25.85,26.65,25.6,25.9,9335932,TWSE,2025-06-07 13:25:56
2025-06-05,1339,昭輝,50.8,51.7,50.5,51.5,754853,TWSE,2025-06-07 13:25:56
2025-06-05,1340,勝悅-KY,7.0,7.02,6.88,6.9,734806,TWSE,2025-06-07 13:25:56
2025-06-05,1341,富林-KY,66.9,66.9,66.9,66.9,68404,TWSE,2025-06-07 13:25:56
2025-06-05,1342,八貫,91.4,91.5,90.5,91.0,8473269,TWSE,2025-06-07 13:25:56
2025-06-05,1402,遠東新,32.6,32.9,32.5,32.65,152433247,TWSE,2025-06-07 13:25:56
2025-06-05,1409,新纖,12.65,12.75,12.55,12.55,24979844,TWSE,2025-06-07 13:25:56
2025-06-05,1410,南染,39.8,40.35,38.65,39.55,3026419,TWSE,2025-06-07 13:25:56
2025-06-05,1413,宏洲,11.85,12.0,11.85,12.0,275297,TWSE,2025-06-07 13:25:56
2025-06-05,1414,東和,19.1,19.35,19.0,19.25,5603905,TWSE,2025-06-07 13:25:56
2025-06-05,1416,廣豐,12.6,12.6,12.45,12.55,5055035,TWSE,2025-06-07 13:25:56
2025-06-05,1417,嘉裕,7.92,8.1,7.92,8.1,1018402,TWSE,2025-06-07 13:25:56
2025-06-05,1418,東華,22.7,22.7,22.7,22.7,32051,TWSE,2025-06-07 13:25:56
2025-06-05,1419,新紡,66.5,68.9,66.4,67.7,79865839,TWSE,2025-06-07 13:25:56
2025-06-05,1423,利華,37.1,37.2,37.1,37.2,671820,TWSE,2025-06-07 13:25:56
2025-06-05,1432,大魯閣,17.0,17.1,17.0,17.0,555348,TWSE,2025-06-07 13:25:56
2025-06-05,1434,福懋,15.75,15.95,15.65,15.9,29456787,TWSE,2025-06-07 13:25:56
2025-06-05,1435,中福,34.45,34.45,34.45,34.45,35340,TWSE,2025-06-07 13:25:56
2025-06-05,1436,華友聯,118.0,118.5,117.0,117.0,26092220,TWSE,2025-06-07 13:25:56
2025-06-05,1437,勤益控,32.4,32.45,32.35,32.4,367191,TWSE,2025-06-07 13:25:56
2025-06-05,1438,三地開發,39.55,39.55,39.1,39.2,2566354,TWSE,2025-06-07 13:25:56
2025-06-05,1439,雋揚,31.2,31.3,30.75,30.95,559741,TWSE,2025-06-07 13:25:56
2025-06-05,1440,南紡,13.35,13.5,13.3,13.4,13042611,TWSE,2025-06-07 13:25:56
