日期,代號,名稱,開盤,最高,最低,收盤,成交金額,資料來源,下載時間
2025-04-14,1101,台泥,29.95,30.25,29.7,29.9,654157075,TWSE,2025-06-07 15:21:12
2025-04-14,1102,亞泥,45.05,45.6,44.7,45.3,309483497,TWSE,2025-06-07 15:21:12
2025-04-14,1103,嘉泥,14.7,14.9,14.6,14.75,6718998,TWSE,2025-06-07 15:21:12
2025-04-14,1104,環泥,27.8,28.0,27.25,27.25,15420796,TWSE,2025-06-07 15:21:12
2025-04-14,1108,幸福,13.75,13.9,13.6,13.6,9670421,TWSE,2025-06-07 15:21:12
2025-04-14,1109,信大,16.45,16.6,16.35,16.35,2176644,TWSE,2025-06-07 15:21:12
2025-04-14,1110,東泥,17.2,17.8,17.15,17.8,9241270,TWSE,2025-06-07 15:21:12
2025-04-14,1201,味全,16.6,16.6,16.2,16.2,9496174,TWSE,2025-06-07 15:21:12
2025-04-14,1203,味王,39.3,40.0,38.5,38.7,3308477,TWSE,2025-06-07 15:21:12
2025-04-14,1210,大成,56.1,56.5,55.4,56.4,98973501,TWSE,2025-06-07 15:21:12
2025-04-14,1213,大飲,12.7,12.7,12.35,12.35,26926,TWSE,2025-06-07 15:21:12
2025-04-14,1215,卜蜂,96.9,98.0,96.0,97.0,59783391,TWSE,2025-06-07 15:21:12
2025-04-14,1216,統一,77.6,78.8,76.5,76.5,1289387366,TWSE,2025-06-07 15:21:12
2025-04-14,1217,愛之味,11.55,11.55,11.35,11.5,15581267,TWSE,2025-06-07 15:21:12
2025-04-14,1218,泰山,19.4,19.6,19.15,19.2,19075322,TWSE,2025-06-07 15:21:12
2025-04-14,1219,福壽,13.7,13.75,13.55,13.55,3667791,TWSE,2025-06-07 15:21:12
2025-04-14,1220,台榮,13.6,13.85,13.35,13.55,6906893,TWSE,2025-06-07 15:21:12
2025-04-14,1227,佳格,33.35,34.0,33.1,33.2,26083273,TWSE,2025-06-07 15:21:12
2025-04-14,1229,聯華,45.6,46.15,45.2,45.55,81503376,TWSE,2025-06-07 15:21:12
2025-04-14,1231,聯華食,133.0,133.0,128.0,130.0,63667735,TWSE,2025-06-07 15:21:12
2025-04-14,1232,大統益,152.0,152.5,149.5,149.5,14902730,TWSE,2025-06-07 15:21:12
2025-04-14,1233,天仁,34.6,35.3,33.85,34.0,1713440,TWSE,2025-06-07 15:21:12
2025-04-14,1234,黑松,39.7,39.7,39.0,39.1,5651706,TWSE,2025-06-07 15:21:12
2025-04-14,1235,興泰,104.5,105.0,102.5,102.5,1176961,TWSE,2025-06-07 15:21:12
2025-04-14,1236,宏亞,21.15,21.2,21.1,21.15,528721,TWSE,2025-06-07 15:21:12
2025-04-14,1256,鮮活果汁-KY,117.0,121.0,115.5,116.5,3839733,TWSE,2025-06-07 15:21:12
2025-04-14,1301,台塑,34.8,35.95,34.45,35.35,640761038,TWSE,2025-06-07 15:21:12
2025-04-14,1303,南亞,29.8,31.3,29.8,30.8,486439298,TWSE,2025-06-07 15:21:12
2025-04-14,1304,台聚,10.2,10.55,10.15,10.2,27469118,TWSE,2025-06-07 15:21:12
2025-04-14,1305,華夏,10.7,11.0,10.65,10.8,9597852,TWSE,2025-06-07 15:21:12
2025-04-14,1307,三芳,35.45,36.5,34.85,35.35,60920439,TWSE,2025-06-07 15:21:12
2025-04-14,1308,亞聚,12.9,13.2,12.7,13.0,14139309,TWSE,2025-06-07 15:21:12
2025-04-14,1309,台達化,11.3,11.5,11.15,11.35,12155812,TWSE,2025-06-07 15:21:12
2025-04-14,1310,台苯,9.0,9.0,8.61,8.83,14954377,TWSE,2025-06-07 15:21:12
2025-04-14,1312,國喬,10.9,10.9,10.05,10.1,63653514,TWSE,2025-06-07 15:21:12
2025-04-14,1313,聯成,8.28,8.49,8.22,8.24,21260554,TWSE,2025-06-07 15:21:12
2025-04-14,1314,中石化,6.9,7.04,6.85,6.93,81315613,TWSE,2025-06-07 15:21:12
2025-04-14,1315,達新,66.0,66.4,65.2,65.2,1392215,TWSE,2025-06-07 15:21:12
2025-04-14,1316,上曜,16.05,16.65,15.9,16.2,716866916,TWSE,2025-06-07 15:21:12
2025-04-14,1319,東陽,128.0,129.0,125.0,126.0,589690769,TWSE,2025-06-07 15:21:12
2025-04-14,1321,大洋,34.0,34.25,33.15,33.45,12591627,TWSE,2025-06-07 15:21:12
2025-04-14,1323,永裕,19.8,20.0,19.55,19.85,1128416,TWSE,2025-06-07 15:21:12
2025-04-14,1324,地球,11.0,11.35,10.9,11.3,1090204,TWSE,2025-06-07 15:21:12
2025-04-14,1325,恆大,23.55,24.05,23.15,23.35,7166048,TWSE,2025-06-07 15:21:12
2025-04-14,1326,台化,24.9,25.85,24.9,25.45,365631267,TWSE,2025-06-07 15:21:12
2025-04-14,1337,再生-KY,5.5,5.66,5.4,5.49,1539508,TWSE,2025-06-07 15:21:12
2025-04-14,1338,廣華-KY,23.9,24.3,23.55,23.75,1775996,TWSE,2025-06-07 15:21:12
2025-04-14,1339,昭輝,47.05,49.85,46.7,47.3,5073475,TWSE,2025-06-07 15:21:12
2025-04-14,1340,勝悅-KY,7.5,7.55,7.29,7.29,1066978,TWSE,2025-06-07 15:21:12
2025-04-14,1341,富林-KY,65.3,65.3,64.1,64.7,1346092,TWSE,2025-06-07 15:21:12
2025-04-14,1342,八貫,88.0,88.7,86.0,86.3,23209613,TWSE,2025-06-07 15:21:12
2025-04-14,1402,遠東新,32.0,33.65,31.85,32.9,406538048,TWSE,2025-06-07 15:21:12
2025-04-14,1409,新纖,12.3,12.5,12.2,12.25,30995363,TWSE,2025-06-07 15:21:12
