日期,代號,名稱,開盤,最高,最低,收盤,成交金額,資料來源,下載時間
2025-05-21,1101,台泥,30.05,30.4,29.7,30.3,672883687,TWSE,2025-06-07 13:26:57
2025-05-21,1102,亞泥,44.85,45.1,44.65,44.8,870686129,TWSE,2025-06-07 13:26:57
2025-05-21,1103,嘉泥,15.9,16.2,15.85,16.15,4882450,TWSE,2025-06-07 13:26:57
2025-05-21,1104,環泥,29.55,29.8,29.5,29.8,8778056,TWSE,2025-06-07 13:26:57
2025-05-21,1108,幸福,15.25,15.35,15.25,15.25,2762764,TWSE,2025-06-07 13:26:57
2025-05-21,1109,信大,17.4,17.5,17.4,17.45,1350565,TWSE,2025-06-07 13:26:57
2025-05-21,1110,東泥,20.65,20.85,20.55,20.85,5693629,TWSE,2025-06-07 13:26:57
2025-05-21,1201,味全,17.0,17.3,16.9,17.1,5166521,TWSE,2025-06-07 13:26:57
2025-05-21,1203,味王,41.15,41.35,40.85,41.2,1248264,TWSE,2025-06-07 13:26:57
2025-05-21,1210,大成,63.7,63.9,63.3,63.8,141923066,TWSE,2025-06-07 13:26:57
2025-05-21,1213,大飲,12.95,13.05,12.95,13.05,86326,TWSE,2025-06-07 13:26:57
2025-05-21,1215,卜蜂,113.0,114.0,113.0,114.0,60774517,TWSE,2025-06-07 13:26:57
2025-05-21,1216,統一,81.5,82.0,80.7,81.0,1234124276,TWSE,2025-06-07 13:26:57
2025-05-21,1217,愛之味,11.2,11.25,11.15,11.2,4192486,TWSE,2025-06-07 13:26:57
2025-05-21,1218,泰山,21.45,21.6,21.35,21.55,11404082,TWSE,2025-06-07 13:26:57
2025-05-21,1219,福壽,15.7,15.85,15.65,15.85,4131352,TWSE,2025-06-07 13:26:57
2025-05-21,1220,台榮,14.5,14.55,14.5,14.5,2259811,TWSE,2025-06-07 13:26:57
2025-05-21,1227,佳格,35.8,35.8,35.15,35.5,18862782,TWSE,2025-06-07 13:26:57
2025-05-21,1229,聯華,46.35,46.7,46.25,46.25,35133526,TWSE,2025-06-07 13:26:57
2025-05-21,1231,聯華食,139.0,140.0,138.5,139.0,16402179,TWSE,2025-06-07 13:26:57
