日期,代號,名稱,開盤,最高,最低,收盤,成交金額,資料來源,下載時間
2025-04-01,1101,台泥,32.15,32.65,32.15,32.4,427836010,TWSE,2025-06-07 15:21:25
2025-04-01,1102,亞泥,46.75,47.4,46.65,46.95,594058673,TWSE,2025-06-07 15:21:25
2025-04-01,1103,嘉泥,15.8,16.0,15.75,15.95,4382190,TWSE,2025-06-07 15:21:25
2025-04-01,1104,環泥,29.3,29.8,29.15,29.6,12855064,TWSE,2025-06-07 15:21:25
2025-04-01,1108,幸福,14.85,14.85,14.7,14.85,2272760,TWSE,2025-06-07 15:21:25
2025-04-01,1109,信大,17.5,17.65,17.45,17.6,1800845,TWSE,2025-06-07 15:21:25
2025-04-01,1110,東泥,18.2,18.8,17.75,18.75,9498494,TWSE,2025-06-07 15:21:25
2025-04-01,1201,味全,17.5,17.7,17.5,17.6,5737057,TWSE,2025-06-07 15:21:25
2025-04-01,1203,味王,37.8,38.1,37.8,37.95,947581,TWSE,2025-06-07 15:21:25
2025-04-01,1210,大成,57.7,58.4,57.7,58.4,94033288,TWSE,2025-06-07 15:21:25
2025-04-01,1213,大飲,13.8,14.05,13.5,13.5,913918,TWSE,2025-06-07 15:21:25
2025-04-01,1215,卜蜂,98.8,100.5,98.8,100.0,37524797,TWSE,2025-06-07 15:21:25
2025-04-01,1216,統一,81.1,82.3,81.1,82.1,616509686,TWSE,2025-06-07 15:21:25
2025-04-01,1217,愛之味,11.65,11.85,11.65,11.75,4361679,TWSE,2025-06-07 15:21:25
2025-04-01,1218,泰山,20.4,20.65,20.35,20.55,8074926,TWSE,2025-06-07 15:21:25
2025-04-01,1219,福壽,14.3,14.5,14.3,14.5,3005180,TWSE,2025-06-07 15:21:25
2025-04-01,1220,台榮,14.5,14.85,14.5,14.7,5067489,TWSE,2025-06-07 15:21:25
2025-04-01,1225,福懋油,30.7,30.7,30.7,30.7,23145725,TWSE,2025-06-07 15:21:25
2025-04-01,1227,佳格,34.25,34.85,34.25,34.75,12726871,TWSE,2025-06-07 15:21:25
2025-04-01,1229,聯華,48.9,50.6,48.85,50.6,68194233,TWSE,2025-06-07 15:21:25
2025-04-01,1231,聯華食,128.5,130.0,125.5,129.0,58520679,TWSE,2025-06-07 15:21:25
2025-04-01,1232,大統益,150.0,152.0,149.5,150.5,10258858,TWSE,2025-06-07 15:21:25
2025-04-01,1233,天仁,34.5,35.0,34.5,35.0,595903,TWSE,2025-06-07 15:21:25
2025-04-01,1234,黑松,40.1,40.25,40.1,40.25,5344320,TWSE,2025-06-07 15:21:25
2025-04-01,1235,興泰,103.0,104.0,101.5,104.0,1067598,TWSE,2025-06-07 15:21:25
2025-04-01,1236,宏亞,23.0,23.0,23.0,23.0,64419,TWSE,2025-06-07 15:21:25
2025-04-01,1256,鮮活果汁-KY,131.0,134.0,131.0,132.5,2700789,TWSE,2025-06-07 15:21:25
2025-04-01,1301,台塑,36.85,38.2,36.85,37.85,506953350,TWSE,2025-06-07 15:21:25
2025-04-01,1303,南亞,30.2,31.6,30.2,31.15,397499497,TWSE,2025-06-07 15:21:25
2025-04-01,1304,台聚,10.8,11.15,10.75,11.0,17229962,TWSE,2025-06-07 15:21:25
2025-04-01,1305,華夏,12.1,12.45,12.1,12.25,7907582,TWSE,2025-06-07 15:21:25
2025-04-01,1307,三芳,44.1,44.1,43.2,43.5,66561358,TWSE,2025-06-07 15:21:25
2025-04-01,1308,亞聚,13.4,13.85,13.35,13.6,9567320,TWSE,2025-06-07 15:21:25
