日期,代號,名稱,開盤,最高,最低,收盤,成交金額,資料來源,下載時間
2025-04-21,1101,台泥,29.2,29.2,28.7,28.7,365945947,TWSE,2025-06-07 15:21:04
2025-04-21,1102,亞泥,44.6,45.0,44.5,44.85,220020465,TWSE,2025-06-07 15:21:04
2025-04-21,1103,嘉泥,14.65,14.85,14.6,14.6,3032242,TWSE,2025-06-07 15:21:04
2025-04-21,1104,環泥,27.45,27.65,26.95,26.95,6232197,TWSE,2025-06-07 15:21:04
2025-04-21,1108,幸福,13.8,13.8,13.6,13.7,764550,TWSE,2025-06-07 15:21:04
2025-04-21,1109,信大,16.75,16.75,16.5,16.55,1207298,TWSE,2025-06-07 15:21:04
2025-04-21,1110,東泥,17.55,17.75,17.3,17.35,3574190,TWSE,2025-06-07 15:21:04
2025-04-21,1201,味全,16.15,16.15,16.0,16.1,4210961,TWSE,2025-06-07 15:21:04
2025-04-21,1203,味王,38.75,38.8,38.6,38.6,1382389,TWSE,2025-06-07 15:21:04
2025-04-21,1210,大成,58.6,59.0,58.2,58.7,105654674,TWSE,2025-06-07 15:21:04
2025-04-21,1213,大飲,13.25,13.25,12.6,12.6,154656,TWSE,2025-06-07 15:21:04
2025-04-21,1215,卜蜂,96.8,97.2,96.5,96.7,13730423,TWSE,2025-06-07 15:21:04
2025-04-21,1216,統一,75.3,75.6,74.5,74.7,720612548,TWSE,2025-06-07 15:21:04
2025-04-21,1217,愛之味,11.5,11.5,11.35,11.45,8391767,TWSE,2025-06-07 15:21:04
2025-04-21,1218,泰山,20.0,20.25,19.85,20.0,17907777,TWSE,2025-06-07 15:21:04
2025-04-21,1219,福壽,13.45,13.55,13.4,13.5,1724459,TWSE,2025-06-07 15:21:04
2025-04-21,1220,台榮,13.7,13.7,13.55,13.55,3454439,TWSE,2025-06-07 15:21:04
2025-04-21,1227,佳格,33.35,33.65,33.3,33.3,14634121,TWSE,2025-06-07 15:21:04
2025-04-21,1229,聯華,45.2,45.25,44.1,44.15,45522333,TWSE,2025-06-07 15:21:04
2025-04-21,1231,聯華食,134.5,134.5,131.0,131.0,34613130,TWSE,2025-06-07 15:21:04
2025-04-21,1232,大統益,149.0,151.0,149.0,151.0,11297572,TWSE,2025-06-07 15:21:04
2025-04-21,1233,天仁,34.0,34.6,33.8,33.8,761102,TWSE,2025-06-07 15:21:04
2025-04-21,1234,黑松,39.25,39.4,39.15,39.4,2987578,TWSE,2025-06-07 15:21:04
2025-04-21,1235,興泰,102.5,102.5,101.0,102.0,316515,TWSE,2025-06-07 15:21:04
2025-04-21,1236,宏亞,20.9,20.9,20.9,20.9,39930,TWSE,2025-06-07 15:21:04
2025-04-21,1256,鮮活果汁-KY,121.0,123.5,116.0,116.0,4413547,TWSE,2025-06-07 15:21:04
2025-04-21,1301,台塑,35.7,35.7,34.6,34.6,272786450,TWSE,2025-06-07 15:21:04
2025-04-21,1303,南亞,30.5,30.55,30.0,30.05,199836781,TWSE,2025-06-07 15:21:04
2025-04-21,1304,台聚,10.05,10.15,9.95,9.97,13431661,TWSE,2025-06-07 15:21:04
2025-04-21,1305,華夏,11.2,11.2,10.9,10.95,5461819,TWSE,2025-06-07 15:21:04
2025-04-21,1307,三芳,35.1,35.1,33.7,33.7,38621957,TWSE,2025-06-07 15:21:04
2025-04-21,1308,亞聚,12.8,12.9,12.55,12.7,3559902,TWSE,2025-06-07 15:21:04
2025-04-21,1309,台達化,11.45,11.45,11.2,11.2,4228677,TWSE,2025-06-07 15:21:04
2025-04-21,1310,台苯,8.99,8.99,8.73,8.73,3753083,TWSE,2025-06-07 15:21:04
2025-04-21,1312,國喬,11.4,11.55,11.2,11.25,66851184,TWSE,2025-06-07 15:21:04
2025-04-21,1313,聯成,8.31,8.31,8.13,8.13,11250639,TWSE,2025-06-07 15:21:04
2025-04-21,1314,中石化,7.0,7.0,6.86,6.87,29650296,TWSE,2025-06-07 15:21:04
2025-04-21,1315,達新,65.4,65.4,64.9,65.3,902122,TWSE,2025-06-07 15:21:04
2025-04-21,1316,上曜,15.1,15.2,14.4,14.4,127098735,TWSE,2025-06-07 15:21:04
2025-04-21,1319,東陽,126.5,130.5,123.0,128.0,807468943,TWSE,2025-06-07 15:21:04
2025-04-21,1321,大洋,33.9,34.0,33.45,33.9,3309175,TWSE,2025-06-07 15:21:04
2025-04-21,1323,永裕,20.2,20.65,20.2,20.6,1758869,TWSE,2025-06-07 15:21:04
2025-04-21,1324,地球,11.3,11.3,11.0,11.0,674581,TWSE,2025-06-07 15:21:04
2025-04-21,1325,恆大,23.65,23.9,23.2,23.35,3697135,TWSE,2025-06-07 15:21:04
2025-04-21,1326,台化,25.2,25.2,24.6,24.6,191842545,TWSE,2025-06-07 15:21:04
2025-04-21,1337,再生-KY,5.81,5.81,5.56,5.56,976080,TWSE,2025-06-07 15:21:04
2025-04-21,1338,廣華-KY,23.5,23.9,23.2,23.45,1389836,TWSE,2025-06-07 15:21:04
2025-04-21,1339,昭輝,50.8,50.8,49.15,49.45,1300390,TWSE,2025-06-07 15:21:04
2025-04-21,1340,勝悅-KY,7.23,7.25,7.09,7.09,571800,TWSE,2025-06-07 15:21:04
2025-04-21,1341,富林-KY,63.0,64.5,63.0,64.5,319465,TWSE,2025-06-07 15:21:04
2025-04-21,1342,八貫,90.0,90.0,87.2,87.2,17680082,TWSE,2025-06-07 15:21:04
2025-04-21,1402,遠東新,31.9,31.95,31.4,31.5,102873919,TWSE,2025-06-07 15:21:04
2025-04-21,1409,新纖,12.35,12.35,12.05,12.05,8536930,TWSE,2025-06-07 15:21:04
2025-04-21,1410,南染,32.65,33.45,32.4,32.85,983525,TWSE,2025-06-07 15:21:04
