日期,代號,名稱,開盤,最高,最低,收盤,成交金額,資料來源,下載時間
2025-04-28,1101,台泥,29.4,29.6,29.35,29.35,193694301,TWSE,2025-06-07 13:28:32
2025-04-28,1102,亞泥,43.95,44.8,43.95,44.65,244475649,TWSE,2025-06-07 13:28:32
2025-04-28,1103,嘉泥,14.95,14.95,14.85,14.9,4462725,TWSE,2025-06-07 13:28:32
2025-04-28,1104,環泥,27.75,28.1,27.6,27.95,7299819,TWSE,2025-06-07 13:28:32
2025-04-28,1108,幸福,13.8,13.8,13.75,13.8,1076773,TWSE,2025-06-07 13:28:32
2025-04-28,1109,信大,16.45,16.55,16.4,16.5,1323459,TWSE,2025-06-07 13:28:32
2025-04-28,1110,東泥,17.75,17.75,17.55,17.75,6068872,TWSE,2025-06-07 13:28:32
2025-04-28,1201,味全,16.1,16.15,16.05,16.15,3081147,TWSE,2025-06-07 13:28:32
2025-04-28,1203,味王,38.6,38.6,38.25,38.25,544915,TWSE,2025-06-07 13:28:32
2025-04-28,1210,大成,59.8,60.7,59.5,60.4,131731071,TWSE,2025-06-07 13:28:32
2025-04-28,1213,大飲,12.5,12.95,12.1,12.55,236278,TWSE,2025-06-07 13:28:32
2025-04-28,1215,卜蜂,98.6,100.0,98.6,99.6,27079585,TWSE,2025-06-07 13:28:32
2025-04-28,1216,統一,76.6,77.3,76.3,76.8,530383434,TWSE,2025-06-07 13:28:32
2025-04-28,1217,愛之味,11.3,11.35,11.25,11.25,2405575,TWSE,2025-06-07 13:28:32
2025-04-28,1218,泰山,20.65,20.7,20.55,20.65,9655812,TWSE,2025-06-07 13:28:32
2025-04-28,1219,福壽,13.7,13.8,13.7,13.75,4989183,TWSE,2025-06-07 13:28:32
2025-04-28,1220,台榮,14.0,14.0,13.85,13.95,2024390,TWSE,2025-06-07 13:28:32
2025-04-28,1227,佳格,33.7,34.0,33.6,33.9,10606612,TWSE,2025-06-07 13:28:32
2025-04-28,1229,聯華,43.85,43.9,43.35,43.45,61913752,TWSE,2025-06-07 13:28:32
2025-04-28,1231,聯華食,132.0,132.5,130.5,131.5,23878652,TWSE,2025-06-07 13:28:32
2025-04-28,1232,大統益,152.5,152.5,150.0,151.5,21582496,TWSE,2025-06-07 13:28:32
2025-04-28,1233,天仁,34.4,34.45,34.4,34.45,73030,TWSE,2025-06-07 13:28:32
