日期,代號,名稱,開盤,最高,最低,收盤,成交金額,資料來源,下載時間
2025-04-29,1101,台泥,29.45,29.7,29.4,29.5,311928197,TWSE,2025-06-07 13:28:28
2025-04-29,1102,亞泥,44.45,45.0,44.45,44.9,333497448,TWSE,2025-06-07 13:28:28
2025-04-29,1103,嘉泥,14.9,15.05,14.9,15.0,1750549,TWSE,2025-06-07 13:28:28
2025-04-29,1104,環泥,27.85,28.35,27.85,28.25,8098914,TWSE,2025-06-07 13:28:28
2025-04-29,1108,幸福,13.75,14.0,13.75,13.95,1844599,TWSE,2025-06-07 13:28:28
2025-04-29,1109,信大,16.6,16.75,16.55,16.75,1183976,TWSE,2025-06-07 13:28:28
2025-04-29,1110,東泥,17.7,18.3,17.6,18.3,7263857,TWSE,2025-06-07 13:28:28
2025-04-29,1201,味全,16.2,16.35,16.15,16.3,3692314,TWSE,2025-06-07 13:28:28
2025-04-29,1203,味王,38.25,38.25,38.15,38.15,1261899,TWSE,2025-06-07 13:28:28
2025-04-29,1210,大成,60.4,60.8,58.0,58.3,223830509,TWSE,2025-06-07 13:28:28
2025-04-29,1213,大飲,12.75,12.8,12.55,12.8,130575,TWSE,2025-06-07 13:28:28
2025-04-29,1215,卜蜂,99.3,100.0,99.0,99.0,24275433,TWSE,2025-06-07 13:28:28
2025-04-29,1216,統一,76.6,77.0,76.4,76.7,597152707,TWSE,2025-06-07 13:28:28
2025-04-29,1217,愛之味,11.25,11.25,11.15,11.2,8466134,TWSE,2025-06-07 13:28:28
2025-04-29,1218,泰山,20.65,20.8,20.6,20.75,15045652,TWSE,2025-06-07 13:28:28
2025-04-29,1219,福壽,13.9,13.9,13.8,13.85,4165385,TWSE,2025-06-07 13:28:28
2025-04-29,1220,台榮,14.0,14.15,13.95,14.1,5053274,TWSE,2025-06-07 13:28:28
2025-04-29,1227,佳格,34.1,34.3,33.95,34.1,13535546,TWSE,2025-06-07 13:28:28
2025-04-29,1229,聯華,43.4,43.85,43.4,43.8,43845658,TWSE,2025-06-07 13:28:28
